Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Text,Tokens,Tokens_No_Stopwords,Stemmed,Lemmatized,Processed_Text,TextBlob_Sentiment,VADER_Sentiment,Sentiment_Score,Mapped_Sentiment,ML_Prediction
"visited an art gallery, appreciating the brushstrokes that tell tales of creativity. art, an eternal companion. #artgallery #seniorartlover",Joy,2023-07-06 14:30:00,ArtGalleryVisitor,Facebook,#CreativeExpressions #SeniorArt,25.0,50.0,USA,2023,7,6,14,visited an art gallery appreciating the brushstrokes that tell tales of creativity art an eternal companion artgallery seniorartlover,"['visited', 'an', 'art', 'gallery', 'appreciating', 'the', 'brushstrokes', 'that', 'tell', 'tales', 'of', 'creativity', 'art', 'an', 'eternal', 'companion', 'artgallery', 'seniorartlover']","['visited', 'art', 'gallery', 'appreciating', 'brushstrokes', 'tell', 'tales', 'creativity', 'art', 'eternal', 'companion', 'artgallery', 'seniorartlover']","['visit', 'art', 'galleri', 'appreci', 'brushstrok', 'tell', 'tale', 'creativ', 'art', 'etern', 'companion', 'artgalleri', 'seniorartlov']","['visited', 'art', 'gallery', 'appreciating', 'brushstrokes', 'tell', 'tale', 'creativity', 'art', 'eternal', 'companion', 'artgallery', 'seniorartlover']",visited art gallery appreciating brushstrokes tell tale creativity art eternal companion artgallery seniorartlover,Neutral,Positive,0.6705,Positive,Positive
"started a book club for seniors, where discussions are as lively as the characters in the novels. #bookclub #seniorreaders",Joy,2023-07-07 19:45:00,SeniorBookClub,Instagram,#BookishTalks #SeniorBookworms,22.0,45.0,UK,2023,7,7,19,started a book club for seniors where discussions are as lively as the characters in the novels bookclub seniorreaders,"['started', 'a', 'book', 'club', 'for', 'seniors', 'where', 'discussions', 'are', 'as', 'lively', 'as', 'the', 'characters', 'in', 'the', 'novels', 'bookclub', 'seniorreaders']","['started', 'book', 'club', 'seniors', 'discussions', 'lively', 'characters', 'novels', 'bookclub', 'seniorreaders']","['start', 'book', 'club', 'senior', 'discuss', 'live', 'charact', 'novel', 'bookclub', 'seniorread']","['started', 'book', 'club', 'senior', 'discussion', 'lively', 'character', 'novel', 'bookclub', 'seniorreaders']",started book club senior discussion lively character novel bookclub seniorreaders,Positive,Positive,0.6369,Positive,Positive
"hosted a picnic in the park, basking in the warmth of friendship and sunshine. simple joys, timeless memories. #parkpicnic #seniorjoy",Contentment,2023-07-08 16:00:00,SeniorPicnicHost,Twitter,#FriendshipSunshine #SeniorMemories,30.0,60.0,Canada,2023,7,8,16,hosted a picnic in the park basking in the warmth of friendship and sunshine simple joys timeless memories parkpicnic seniorjoy,"['hosted', 'a', 'picnic', 'in', 'the', 'park', 'basking', 'in', 'the', 'warmth', 'of', 'friendship', 'and', 'sunshine', 'simple', 'joys', 'timeless', 'memories', 'parkpicnic', 'seniorjoy']","['hosted', 'picnic', 'park', 'basking', 'warmth', 'friendship', 'sunshine', 'simple', 'joys', 'timeless', 'memories', 'parkpicnic', 'seniorjoy']","['host', 'picnic', 'park', 'bask', 'warmth', 'friendship', 'sunshin', 'simpl', 'joy', 'timeless', 'memori', 'parkpicn', 'seniorjoy']","['hosted', 'picnic', 'park', 'basking', 'warmth', 'friendship', 'sunshine', 'simple', 'joy', 'timeless', 'memory', 'parkpicnic', 'seniorjoy']",hosted picnic park basking warmth friendship sunshine simple joy timeless memory parkpicnic seniorjoy,Positive,Positive,0.9169,Positive,Positive
"participated in a local theater production, proving that the stage belongs to every age. #theaterproduction #senioractor",Joy,2023-07-09 22:30:00,SeniorActor,Facebook,#StagePassion #SeniorTheater,20.0,40.0,USA,2023,7,9,22,participated in a local theater production proving that the stage belongs to every age theaterproduction senioractor,"['participated', 'in', 'a', 'local', 'theater', 'production', 'proving', 'that', 'the', 'stage', 'belongs', 'to', 'every', 'age', 'theaterproduction', 'senioractor']","['participated', 'local', 'theater', 'production', 'proving', 'stage', 'belongs', 'every', 'age', 'theaterproduction', 'senioractor']","['particip', 'local', 'theater', 'product', 'prove', 'stage', 'belong', 'everi', 'age', 'theaterproduct', 'senioractor']","['participated', 'local', 'theater', 'production', 'proving', 'stage', 'belongs', 'every', 'age', 'theaterproduction', 'senioractor']",participated local theater production proving stage belongs every age theaterproduction senioractor,Neutral,Neutral,0.0,Positive,Positive
"embarked on a hiking adventure, conquering trails and relishing the beauty of nature. age is just a number on the mountaintop. #hikingadventure #seniorhiker",Excitement,2023-07-10 14:20:00,SeniorHikerExplorer,Instagram,#NatureTrailBlazer #SeniorExplorer,28.0,55.0,UK,2023,7,10,14,embarked on a hiking adventure conquering trails and relishing the beauty of nature age is just a number on the mountaintop hikingadventure seniorhiker,"['embarked', 'on', 'a', 'hiking', 'adventure', 'conquering', 'trails', 'and', 'relishing', 'the', 'beauty', 'of', 'nature', 'age', 'is', 'just', 'a', 'number', 'on', 'the', 'mountaintop', 'hikingadventure', 'seniorhiker']","['embarked', 'hiking', 'adventure', 'conquering', 'trails', 'relishing', 'beauty', 'nature', 'age', 'number', 'mountaintop', 'hikingadventure', 'seniorhiker']","['embark', 'hike', 'adventur', 'conquer', 'trail', 'relish', 'beauti', 'natur', 'age', 'number', 'mountaintop', 'hikingadventur', 'seniorhik']","['embarked', 'hiking', 'adventure', 'conquering', 'trail', 'relishing', 'beauty', 'nature', 'age', 'number', 'mountaintop', 'hikingadventure', 'seniorhiker']",embarked hiking adventure conquering trail relishing beauty nature age number mountaintop hikingadventure seniorhiker,Neutral,Positive,0.8402,Positive,Positive
hosted a photography exhibition featuring snapshots of a life well-lived. every photo has a story to tell. #photographyexhibition #seniorphotographer,Gratitude,2023-07-11 18:45:00,SeniorPhotographerExhibitor,Twitter,#LifeInPictures #SeniorExhibition,22.0,45.0,Canada,2023,7,11,18,hosted a photography exhibition featuring snapshots of a life welllived every photo has a story to tell photographyexhibition seniorphotographer,"['hosted', 'a', 'photography', 'exhibition', 'featuring', 'snapshots', 'of', 'a', 'life', 'welllived', 'every', 'photo', 'has', 'a', 'story', 'to', 'tell', 'photographyexhibition', 'seniorphotographer']","['hosted', 'photography', 'exhibition', 'featuring', 'snapshots', 'life', 'welllived', 'every', 'photo', 'story', 'tell', 'photographyexhibition', 'seniorphotographer']","['host', 'photographi', 'exhibit', 'featur', 'snapshot', 'life', 'wellliv', 'everi', 'photo', 'stori', 'tell', 'photographyexhibit', 'seniorphotograph']","['hosted', 'photography', 'exhibition', 'featuring', 'snapshot', 'life', 'welllived', 'every', 'photo', 'story', 'tell', 'photographyexhibition', 'seniorphotographer']",hosted photography exhibition featuring snapshot life welllived every photo story tell photographyexhibition seniorphotographer,Neutral,Neutral,0.0,Positive,Positive
"joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #cyclingclub #seniorcyclist",Excitement,2023-07-12 13:45:00,SeniorCyclingEnthusiast,Facebook,#OpenRoadAdventures #SeniorCycling,25.0,50.0,USA,2023,7,12,13,joined a seniors cycling club feeling the wind in my hair and the freedom of the open road cyclingclub seniorcyclist,"['joined', 'a', 'seniors', 'cycling', 'club', 'feeling', 'the', 'wind', 'in', 'my', 'hair', 'and', 'the', 'freedom', 'of', 'the', 'open', 'road', 'cyclingclub', 'seniorcyclist']","['joined', 'seniors', 'cycling', 'club', 'feeling', 'wind', 'hair', 'freedom', 'open', 'road', 'cyclingclub', 'seniorcyclist']","['join', 'senior', 'cycl', 'club', 'feel', 'wind', 'hair', 'freedom', 'open', 'road', 'cyclingclub', 'seniorcyclist']","['joined', 'senior', 'cycling', 'club', 'feeling', 'wind', 'hair', 'freedom', 'open', 'road', 'cyclingclub', 'seniorcyclist']",joined senior cycling club feeling wind hair freedom open road cyclingclub seniorcyclist,Neutral,Positive,0.6908,Positive,Positive
"attended a wine tasting event, savoring the richness of flavors that age like fine wine. cheers to the golden years! #winetasting #seniorwinelover",Joy,2023-07-13 20:00:00,SeniorWineConnoisseur,Instagram,#AgedToPerfection #SeniorCheers,35.0,70.0,UK,2023,7,13,20,attended a wine tasting event savoring the richness of flavors that age like fine wine cheers to the golden years winetasting seniorwinelover,"['attended', 'a', 'wine', 'tasting', 'event', 'savoring', 'the', 'richness', 'of', 'flavors', 'that', 'age', 'like', 'fine', 'wine', 'cheers', 'to', 'the', 'golden', 'years', 'winetasting', 'seniorwinelover']","['attended', 'wine', 'tasting', 'event', 'savoring', 'richness', 'flavors', 'age', 'like', 'fine', 'wine', 'cheers', 'golden', 'years', 'winetasting', 'seniorwinelover']","['attend', 'wine', 'tast', 'event', 'savor', 'rich', 'flavor', 'age', 'like', 'fine', 'wine', 'cheer', 'golden', 'year', 'winetast', 'seniorwinelov']","['attended', 'wine', 'tasting', 'event', 'savoring', 'richness', 'flavor', 'age', 'like', 'fine', 'wine', 'cheer', 'golden', 'year', 'winetasting', 'seniorwinelover']",attended wine tasting event savoring richness flavor age like fine wine cheer golden year winetasting seniorwinelover,Positive,Positive,0.8689,Positive,Positive
"started learning ballroom dancing, gliding gracefully across the dance floor. ageless elegance in every step. #ballroomdancing #seniordancer",Joy,2023-07-14 16:15:00,SeniorBallroomDancer,Twitter,#GracefulMoves #SeniorDance,20.0,40.0,USA,2023,7,14,16,started learning ballroom dancing gliding gracefully across the dance floor ageless elegance in every step ballroomdancing seniordancer,"['started', 'learning', 'ballroom', 'dancing', 'gliding', 'gracefully', 'across', 'the', 'dance', 'floor', 'ageless', 'elegance', 'in', 'every', 'step', 'ballroomdancing', 'seniordancer']","['started', 'learning', 'ballroom', 'dancing', 'gliding', 'gracefully', 'across', 'dance', 'floor', 'ageless', 'elegance', 'every', 'step', 'ballroomdancing', 'seniordancer']","['start', 'learn', 'ballroom', 'danc', 'glide', 'grace', 'across', 'danc', 'floor', 'ageless', 'eleg', 'everi', 'step', 'ballroomdanc', 'seniordanc']","['started', 'learning', 'ballroom', 'dancing', 'gliding', 'gracefully', 'across', 'dance', 'floor', 'ageless', 'elegance', 'every', 'step', 'ballroomdancing', 'seniordancer']",started learning ballroom dancing gliding gracefully across dance floor ageless elegance every step ballroomdancing seniordancer,Neutral,Positive,0.7579,Positive,Positive
"organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #paintingevent #seniorartist",Joy,2023-07-15 19:30:00,SeniorPaintingOrganizer,Facebook,#CommunityArt #SeniorCreativity,28.0,55.0,Canada,2023,7,15,19,organized a community painting event turning blank canvases into a masterpiece of shared creativity paintingevent seniorartist,"['organized', 'a', 'community', 'painting', 'event', 'turning', 'blank', 'canvases', 'into', 'a', 'masterpiece', 'of', 'shared', 'creativity', 'paintingevent', 'seniorartist']","['organized', 'community', 'painting', 'event', 'turning', 'blank', 'canvases', 'masterpiece', 'shared', 'creativity', 'paintingevent', 'seniorartist']","['organ', 'commun', 'paint', 'event', 'turn', 'blank', 'canvas', 'masterpiec', 'share', 'creativ', 'paintingev', 'seniorartist']","['organized', 'community', 'painting', 'event', 'turning', 'blank', 'canvas', 'masterpiece', 'shared', 'creativity', 'paintingevent', 'seniorartist']",organized community painting event turning blank canvas masterpiece shared creativity paintingevent seniorartist,Neutral,Positive,0.8442,Positive,Positive
"hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #memorylane #seniorreminiscing",Gratitude,2023-07-16 14:00:00,SeniorMemoriesHost,Instagram,#FriendshipAdventures #SeniorNostalgia,30.0,60.0,USA,2023,7,16,14,hosted a memory lane evening with old friends reminiscing about the adventures that shaped our lives memorylane seniorreminiscing,"['hosted', 'a', 'memory', 'lane', 'evening', 'with', 'old', 'friends', 'reminiscing', 'about', 'the', 'adventures', 'that', 'shaped', 'our', 'lives', 'memorylane', 'seniorreminiscing']","['hosted', 'memory', 'lane', 'evening', 'old', 'friends', 'reminiscing', 'adventures', 'shaped', 'lives', 'memorylane', 'seniorreminiscing']","['host', 'memori', 'lane', 'even', 'old', 'friend', 'reminisc', 'adventur', 'shape', 'live', 'memorylan', 'seniorreminisc']","['hosted', 'memory', 'lane', 'evening', 'old', 'friend', 'reminiscing', 'adventure', 'shaped', 'life', 'memorylane', 'seniorreminiscing']",hosted memory lane evening old friend reminiscing adventure shaped life memorylane seniorreminiscing,Positive,Positive,0.6705,Positive,Positive
"joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #astronomyclub #seniorstargazer",Curiosity,2023-07-17 22:15:00,SeniorStargazer,Twitter,#CelestialWonders #SeniorAstronomy,18.0,35.0,UK,2023,7,17,22,joined a seniors astronomy club stargazing and finding wonder in the vastness of the cosmos astronomyclub seniorstargazer,"['joined', 'a', 'seniors', 'astronomy', 'club', 'stargazing', 'and', 'finding', 'wonder', 'in', 'the', 'vastness', 'of', 'the', 'cosmos', 'astronomyclub', 'seniorstargazer']","['joined', 'seniors', 'astronomy', 'club', 'stargazing', 'finding', 'wonder', 'vastness', 'cosmos', 'astronomyclub', 'seniorstargazer']","['join', 'senior', 'astronomi', 'club', 'stargaz', 'find', 'wonder', 'vast', 'cosmo', 'astronomyclub', 'seniorstargaz']","['joined', 'senior', 'astronomy', 'club', 'stargazing', 'finding', 'wonder', 'vastness', 'cosmos', 'astronomyclub', 'seniorstargazer']",joined senior astronomy club stargazing finding wonder vastness cosmos astronomyclub seniorstargazer,Neutral,Neutral,0.0,Positive,Positive
"attended a local jazz festival, tapping toes to the tunes that have stood the test of time. music, a lifelong love affair. #jazzfestival #seniormusiclover",Joy,2023-07-18 16:30:00,SeniorJazzFestivalGoer,Facebook,#TimelessTunes #SeniorJazz,25.0,50.0,USA,2023,7,18,16,attended a local jazz festival tapping toes to the tunes that have stood the test of time music a lifelong love affair jazzfestival seniormusiclover,"['attended', 'a', 'local', 'jazz', 'festival', 'tapping', 'toes', 'to', 'the', 'tunes', 'that', 'have', 'stood', 'the', 'test', 'of', 'time', 'music', 'a', 'lifelong', 'love', 'affair', 'jazzfestival', 'seniormusiclover']","['attended', 'local', 'jazz', 'festival', 'tapping', 'toes', 'tunes', 'stood', 'test', 'time', 'music', 'lifelong', 'love', 'affair', 'jazzfestival', 'seniormusiclover']","['attend', 'local', 'jazz', 'festiv', 'tap', 'toe', 'tune', 'stood', 'test', 'time', 'music', 'lifelong', 'love', 'affair', 'jazzfestiv', 'seniormusiclov']","['attended', 'local', 'jazz', 'festival', 'tapping', 'toe', 'tune', 'stood', 'test', 'time', 'music', 'lifelong', 'love', 'affair', 'jazzfestival', 'seniormusiclover']",attended local jazz festival tapping toe tune stood test time music lifelong love affair jazzfestival seniormusiclover,Positive,Positive,0.8126,Positive,Positive
"started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #seniorwisdom #blog",Gratitude,2023-07-19 19:45:00,WisdomBloggerSenior,Instagram,#LifeLessons #SeniorBlog,22.0,45.0,UK,2023,7,19,19,started a blog sharing the wisdom gained through the years proving that every day is a chance to learn and grow seniorwisdom blog,"['started', 'a', 'blog', 'sharing', 'the', 'wisdom', 'gained', 'through', 'the', 'years', 'proving', 'that', 'every', 'day', 'is', 'a', 'chance', 'to', 'learn', 'and', 'grow', 'seniorwisdom', 'blog']","['started', 'blog', 'sharing', 'wisdom', 'gained', 'years', 'proving', 'every', 'day', 'chance', 'learn', 'grow', 'seniorwisdom', 'blog']","['start', 'blog', 'share', 'wisdom', 'gain', 'year', 'prove', 'everi', 'day', 'chanc', 'learn', 'grow', 'seniorwisdom', 'blog']","['started', 'blog', 'sharing', 'wisdom', 'gained', 'year', 'proving', 'every', 'day', 'chance', 'learn', 'grow', 'seniorwisdom', 'blog']",started blog sharing wisdom gained year proving every day chance learn grow seniorwisdom blog,Neutral,Positive,0.8689,Positive,Positive
"participated in a charity run, proving that age is no barrier to supporting meaningful causes. #charityrun #seniorrunner",Excitement,2023-07-20 17:00:00,SeniorCharityRunner,Twitter,#RunForACause #SeniorSupport,30.0,60.0,Canada,2023,7,20,17,participated in a charity run proving that age is no barrier to supporting meaningful causes charityrun seniorrunner,"['participated', 'in', 'a', 'charity', 'run', 'proving', 'that', 'age', 'is', 'no', 'barrier', 'to', 'supporting', 'meaningful', 'causes', 'charityrun', 'seniorrunner']","['participated', 'charity', 'run', 'proving', 'age', 'barrier', 'supporting', 'meaningful', 'causes', 'charityrun', 'seniorrunner']","['particip', 'chariti', 'run', 'prove', 'age', 'barrier', 'support', 'meaning', 'caus', 'charityrun', 'seniorrunn']","['participated', 'charity', 'run', 'proving', 'age', 'barrier', 'supporting', 'meaningful', 'cause', 'charityrun', 'seniorrunner']",participated charity run proving age barrier supporting meaningful cause charityrun seniorrunner,Positive,Positive,0.7579,Positive,Positive
"survived a challenging physics exam. equations, you won't defeat me!",Relief,2023-08-01 13:30:00,PhysicsWhizHighSchool,Instagram,#PhysicsSurvivor #HighSchoolAdventures,20.0,40.0,USA,2023,8,1,13,survived a challenging physics exam equations you wont defeat me,"['survived', 'a', 'challenging', 'physics', 'exam', 'equations', 'you', 'wont', 'defeat', 'me']","['survived', 'challenging', 'physics', 'exam', 'equations', 'wont', 'defeat']","['surviv', 'challeng', 'physic', 'exam', 'equat', 'wont', 'defeat']","['survived', 'challenging', 'physic', 'exam', 'equation', 'wont', 'defeat']",survived challenging physic exam equation wont defeat,Positive,Positive,0.7491,Positive,Positive
exploring the world of coding. debugging is an adventure on its own! #codingjourney #highschoolcoder,Excitement,2023-08-02 14:45:00,CodeExplorerHighSchool,Twitter,#CodingAdventure #HighSchoolCoderLife,25.0,50.0,UK,2023,8,2,14,exploring the world of coding debugging is an adventure on its own codingjourney highschoolcoder,"['exploring', 'the', 'world', 'of', 'coding', 'debugging', 'is', 'an', 'adventure', 'on', 'its', 'own', 'codingjourney', 'highschoolcoder']","['exploring', 'world', 'coding', 'debugging', 'adventure', 'codingjourney', 'highschoolcoder']","['explor', 'world', 'code', 'debug', 'adventur', 'codingjourney', 'highschoolcod']","['exploring', 'world', 'coding', 'debugging', 'adventure', 'codingjourney', 'highschoolcoder']",exploring world coding debugging adventure codingjourney highschoolcoder,Neutral,Positive,0.3182,Positive,Positive
"joined the school debate team. words are my weapons, and i'm ready for battle!",Excitement,2023-08-03 12:15:00,DebateWarriorHighSchool,Facebook,#DebateWarrior #HighSchoolDebater,18.0,35.0,Canada,2023,8,3,12,joined the school debate team words are my weapons and im ready for battle,"['joined', 'the', 'school', 'debate', 'team', 'words', 'are', 'my', 'weapons', 'and', 'im', 'ready', 'for', 'battle']","['joined', 'school', 'debate', 'team', 'words', 'weapons', 'im', 'ready', 'battle']","['join', 'school', 'debat', 'team', 'word', 'weapon', 'im', 'readi', 'battl']","['joined', 'school', 'debate', 'team', 'word', 'weapon', 'im', 'ready', 'battle']",joined school debate team word weapon im ready battle,Positive,Negative,-0.3182,Positive,Positive
"started a photography club at school. capturing moments, one snapshot at a time!",Joy,2023-08-04 16:30:00,PhotoClubHighSchool,Instagram,#PhotographyClub #HighSchoolPhotographer,22.0,45.0,USA,2023,8,4,16,started a photography club at school capturing moments one snapshot at a time,"['started', 'a', 'photography', 'club', 'at', 'school', 'capturing', 'moments', 'one', 'snapshot', 'at', 'a', 'time']","['started', 'photography', 'club', 'school', 'capturing', 'moments', 'one', 'snapshot', 'time']","['start', 'photographi', 'club', 'school', 'captur', 'moment', 'one', 'snapshot', 'time']","['started', 'photography', 'club', 'school', 'capturing', 'moment', 'one', 'snapshot', 'time']",started photography club school capturing moment one snapshot time,Neutral,Neutral,0.0,Positive,Positive
"daydreaming about the upcoming prom. the dress, the dance – it's a fairytale in the making!",Excitement,2023-08-05 19:45:00,PromDreamerHighSchool,Twitter,#PromDreams #HighSchoolFairytale,30.0,60.0,Canada,2023,8,5,19,daydreaming about the upcoming prom the dress the dance its a fairytale in the making,"['daydreaming', 'about', 'the', 'upcoming', 'prom', 'the', 'dress', 'the', 'dance', 'its', 'a', 'fairytale', 'in', 'the', 'making']","['daydreaming', 'upcoming', 'prom', 'dress', 'dance', 'fairytale', 'making']","['daydream', 'upcom', 'prom', 'dress', 'danc', 'fairytal', 'make']","['daydreaming', 'upcoming', 'prom', 'dress', 'dance', 'fairytale', 'making']",daydreaming upcoming prom dress dance fairytale making,Neutral,Neutral,0.0,Positive,Positive
convinced the teacher to have class outdoors. learning equations with a side of fresh air!,Positive,2023-08-06 14:00:00,OutdoorClassHighSchool,Facebook,#OutdoorClassroom #HighSchoolExplorer,28.0,55.0,USA,2023,8,6,14,convinced the teacher to have class outdoors learning equations with a side of fresh air,"['convinced', 'the', 'teacher', 'to', 'have', 'class', 'outdoors', 'learning', 'equations', 'with', 'a', 'side', 'of', 'fresh', 'air']","['convinced', 'teacher', 'class', 'outdoors', 'learning', 'equations', 'side', 'fresh', 'air']","['convinc', 'teacher', 'class', 'outdoor', 'learn', 'equat', 'side', 'fresh', 'air']","['convinced', 'teacher', 'class', 'outdoors', 'learning', 'equation', 'side', 'fresh', 'air']",convinced teacher class outdoors learning equation side fresh air,Positive,Positive,0.6124,Positive,Positive
"accidentally spilled paint in art class. abstract art, right? #artclassadventures #highschoolartist",Embarrassed,2023-08-07 19:45:00,PaintSpillHighSchool,Instagram,#ArtisticMishaps #HighSchoolArt,22.0,45.0,UK,2023,8,7,19,accidentally spilled paint in art class abstract art right artclassadventures highschoolartist,"['accidentally', 'spilled', 'paint', 'in', 'art', 'class', 'abstract', 'art', 'right', 'artclassadventures', 'highschoolartist']","['accidentally', 'spilled', 'paint', 'art', 'class', 'abstract', 'art', 'right', 'artclassadventures', 'highschoolartist']","['accident', 'spill', 'paint', 'art', 'class', 'abstract', 'art', 'right', 'artclassadventur', 'highschoolartist']","['accidentally', 'spilled', 'paint', 'art', 'class', 'abstract', 'art', 'right', 'artclassadventures', 'highschoolartist']",accidentally spilled paint art class abstract art right artclassadventures highschoolartist,Positive,Negative,-0.34,Negative,Positive
trying to master the perfect kickflip on my skateboard. skating into the weekend like a pro!,Excitement,2023-08-08 16:00:00,SkateProHighSchool,Twitter,#SkaterLife #HighSchoolSkater,30.0,60.0,Canada,2023,8,8,16,trying to master the perfect kickflip on my skateboard skating into the weekend like a pro,"['trying', 'to', 'master', 'the', 'perfect', 'kickflip', 'on', 'my', 'skateboard', 'skating', 'into', 'the', 'weekend', 'like', 'a', 'pro']","['trying', 'master', 'perfect', 'kickflip', 'skateboard', 'skating', 'weekend', 'like', 'pro']","['tri', 'master', 'perfect', 'kickflip', 'skateboard', 'skate', 'weekend', 'like', 'pro']","['trying', 'master', 'perfect', 'kickflip', 'skateboard', 'skating', 'weekend', 'like', 'pro']",trying master perfect kickflip skateboard skating weekend like pro,Positive,Positive,0.7351,Positive,Positive
bonding with friends over the latest k-pop sensation. fangirling at its finest!,Joy,2023-08-09 22:30:00,KpopFangirlHighSchool,Facebook,#KpopFangirl #HighSchoolMusic,20.0,40.0,USA,2023,8,9,22,bonding with friends over the latest kpop sensation fangirling at its finest,"['bonding', 'with', 'friends', 'over', 'the', 'latest', 'kpop', 'sensation', 'fangirling', 'at', 'its', 'finest']","['bonding', 'friends', 'latest', 'kpop', 'sensation', 'fangirling', 'finest']","['bond', 'friend', 'latest', 'kpop', 'sensat', 'fangirl', 'finest']","['bonding', 'friend', 'latest', 'kpop', 'sensation', 'fangirling', 'finest']",bonding friend latest kpop sensation fangirling finest,Positive,Positive,0.4939,Positive,Positive
spent hours perfecting a chemistry experiment. mixing potions like a wizard!,Joy,2023-08-10 14:20:00,ChemistryWizardHighSchool,Instagram,#ChemistryWizard #HighSchoolScientist,28.0,55.0,UK,2023,8,10,14,spent hours perfecting a chemistry experiment mixing potions like a wizard,"['spent', 'hours', 'perfecting', 'a', 'chemistry', 'experiment', 'mixing', 'potions', 'like', 'a', 'wizard']","['spent', 'hours', 'perfecting', 'chemistry', 'experiment', 'mixing', 'potions', 'like', 'wizard']","['spent', 'hour', 'perfect', 'chemistri', 'experi', 'mix', 'potion', 'like', 'wizard']","['spent', 'hour', 'perfecting', 'chemistry', 'experiment', 'mixing', 'potion', 'like', 'wizard']",spent hour perfecting chemistry experiment mixing potion like wizard,Negative,Positive,0.7003,Positive,Positive
successfully organized a surprise birthday party for a friend. party planning expert mode: achieved!,Joy,2023-08-11 18:45:00,BirthdayPartyPlannerHighSchool,Twitter,#BirthdayParty #HighSchoolCelebration,22.0,45.0,Canada,2023,8,11,18,successfully organized a surprise birthday party for a friend party planning expert mode achieved,"['successfully', 'organized', 'a', 'surprise', 'birthday', 'party', 'for', 'a', 'friend', 'party', 'planning', 'expert', 'mode', 'achieved']","['successfully', 'organized', 'surprise', 'birthday', 'party', 'friend', 'party', 'planning', 'expert', 'mode', 'achieved']","['success', 'organ', 'surpris', 'birthday', 'parti', 'friend', 'parti', 'plan', 'expert', 'mode', 'achiev']","['successfully', 'organized', 'surprise', 'birthday', 'party', 'friend', 'party', 'planning', 'expert', 'mode', 'achieved']",successfully organized surprise birthday party friend party planning expert mode achieved,Positive,Positive,0.9169,Positive,Positive
"joined the drama club to unleash my inner actor. lights, camera, action!",Excitement,2023-08-12 13:45:00,DramaClubStarHighSchool,Facebook,#DramaClubStar #HighSchoolActor,25.0,50.0,USA,2023,8,12,13,joined the drama club to unleash my inner actor lights camera action,"['joined', 'the', 'drama', 'club', 'to', 'unleash', 'my', 'inner', 'actor', 'lights', 'camera', 'action']","['joined', 'drama', 'club', 'unleash', 'inner', 'actor', 'lights', 'camera', 'action']","['join', 'drama', 'club', 'unleash', 'inner', 'actor', 'light', 'camera', 'action']","['joined', 'drama', 'club', 'unleash', 'inner', 'actor', 'light', 'camera', 'action']",joined drama club unleash inner actor light camera action,Positive,Neutral,0.0,Positive,Positive
got my hands on the latest fantasy novel. diving into realms of magic and adventure!,Excitement,2023-08-13 20:00:00,FantasyBookNerdHighSchool,Instagram,#FantasyBookNerd #HighSchoolReader,35.0,70.0,UK,2023,8,13,20,got my hands on the latest fantasy novel diving into realms of magic and adventure,"['got', 'my', 'hands', 'on', 'the', 'latest', 'fantasy', 'novel', 'diving', 'into', 'realms', 'of', 'magic', 'and', 'adventure']","['got', 'hands', 'latest', 'fantasy', 'novel', 'diving', 'realms', 'magic', 'adventure']","['got', 'hand', 'latest', 'fantasi', 'novel', 'dive', 'realm', 'magic', 'adventur']","['got', 'hand', 'latest', 'fantasy', 'novel', 'diving', 'realm', 'magic', 'adventure']",got hand latest fantasy novel diving realm magic adventure,Positive,Positive,0.7964,Positive,Positive
mastering the art of the perfect doodle during boring classes. doodles: a+!,Joy,2023-08-14 16:15:00,DoodleMasterHighSchool,Twitter,#DoodleMaster #HighSchoolArt,20.0,40.0,USA,2023,8,14,16,mastering the art of the perfect doodle during boring classes doodles a,"['mastering', 'the', 'art', 'of', 'the', 'perfect', 'doodle', 'during', 'boring', 'classes', 'doodles', 'a']","['mastering', 'art', 'perfect', 'doodle', 'boring', 'classes', 'doodles']","['master', 'art', 'perfect', 'doodl', 'bore', 'class', 'doodl']","['mastering', 'art', 'perfect', 'doodle', 'boring', 'class', 'doodle']",mastering art perfect doodle boring class doodle,Neutral,Positive,0.34,Positive,Positive
attempting to break the school record for the longest handstand. wish me luck!,Excitement,2023-08-15 19:30:00,HandstandChallengeHighSchool,Facebook,#HandstandChallenge #HighSchoolAthlete,28.0,55.0,Canada,2023,8,15,19,attempting to break the school record for the longest handstand wish me luck,"['attempting', 'to', 'break', 'the', 'school', 'record', 'for', 'the', 'longest', 'handstand', 'wish', 'me', 'luck']","['attempting', 'break', 'school', 'record', 'longest', 'handstand', 'wish', 'luck']","['attempt', 'break', 'school', 'record', 'longest', 'handstand', 'wish', 'luck']","['attempting', 'break', 'school', 'record', 'longest', 'handstand', 'wish', 'luck']",attempting break school record longest handstand wish luck,Neutral,Positive,0.6908,Positive,Positive
